co_cid,no_agravo,nu_prazo_encerramento
X47.2,"INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X47.3,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X47.4,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - RUA E ESTRADA,0
X47.5,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - AREAS DE COMERCIO E DE SERVICOS,0
X47.6,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X47.7,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - FAZENDA,0
X47.8,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - OUTROS LOCAIS ESPECIFICADOS,0
X47.9,INTOXICACAO ACIDENTAL POR E EXPOSICAO A OUTROS GASES E VAPORES - LOCAL NAO ESPECIFICADO,0
X48,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS,0
X48.0,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - RESIDENCIA,0
X48.1,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - HABITACAO COLETIVA,0
X48.2,"ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X48.3,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X48.4,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - RUA E ESTRADA,0
X48.5,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - AREAS DE COMERCIO E DE SERVICOS,0
X48.6,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X48.7,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - FAZENDA,0
X48.8,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A PESTICIDAS - OUTROS LOCAIS ESPECIFICADOS,0
X49,ENVENENAMENTO [INTOXICACAO] ACIDENTAL POR E EXPOSICAO A OUTRAS SUBSTANCIAS QUIMICAS NOCIVAS E AS NAO ESPECIFICADAS,0
X60,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS",0
X60.0,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - RESIDENCIA",0
X60.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - HABITACAO COLETIVA",0
X60.2,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X60.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X60.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - RUA E ESTRADA",0
X60.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREAS DE COMERCIO E DE SERVICOS",0
X60.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X60.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - FAZENDA",0
X60.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - OUTROS LOCAIS ESPECIFICADOS",0
X60.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A ANALGESICOS,ANTIPIRETICOS E ANTI-REUMATICOS,NAO-OPIACEOS - LOCAL NAO ESPECIFICADO",0
X61,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE",0
X68.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - OUTROS LOCAIS ESPECIFICADOS",0
X61.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - HAB",0
X61.2,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - ESC",0
X61.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - ARE",0
X61.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - RUA",0
X61.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - ARE",0
X61.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - ARE",0
X61.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - FAZ",0
X61.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - OUT",0
X61.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A DROGAS ANTICONVULSIVANTES [ANTIEPILEPTICOS] SEDATIVOS,HIPNOTICOS,ANTIPARKINSONIANOS E PSICOTROPICOS NAO CLASSIFICADOS EM OUTRA PARTE - LOC",0
X62,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE",0
X62.0,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - RESIDENCIA",0
X62.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - HABITACAO COLETIVA",0
X62.2,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLIC",0
X62.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X62.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - RUA E ESTRADA",0
X62.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREAS DE COMERCIO E DE SERVICOS",0
X62.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X62.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - FAZENDA",0
X62.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - OUTROS LOCAIS ESPECIFICADOS",0
X62.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS] NAO CLASSIFICADOS EM OUTRA PARTE - LOCAL NAO ESPECIFICADO",0
X63,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO",0
X63.0,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - RESIDENCIA",0
X63.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - HABITACAO COLETIVA",0
X67.6,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X63.2,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X63.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X63.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - RUA E ESTRADA",0
X63.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREAS DE COMERCIO E DE SERVICOS",0
X63.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X63.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - FAZENDA",0
X63.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - OUTROS LOCAIS ESPECIFICADOS",0
X63.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMO - LOCAL NAO ESPECIFICADO",0
X64,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS",0
X64.0,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - RESIDENCIA",0
X64.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - HABITACAO COLETIVA",0
X68.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - LOCAL NAO ESPECIFICADO",0
X64.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X64.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - RUA E ESTRADA",0
X64.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - AREAS DE COMERCIO E DE SERVICOS",0
X64.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X64.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - FAZENDA",0
X64.8,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - OUTROS LOCAIS ESPECIFICADOS",0
X64.9,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A OUTRAS DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADAS - LOCAL NAO ESPECIFICADO",0
X65.0,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - RESIDENCIA,0
X65.1,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - HABITACAO COLETIVA,0
X65.2,"AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X65.3,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X65.4,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - RUA E ESTRADA,0
X65.5,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - AREAS DE COMERCIO E DE SERVICOS,0
X65.6,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X65.8,AUTO-INTOXICACAO VOLUNTARIA POR ALCOOL - OUTROS LOCAIS ESPECIFICADOS,0
X66,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES",0
X66.0,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - RESIDENCIA",0
X66.1,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - HABITACAO COLETIVA",0
X66.2,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X66.3,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X66.4,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - RUA E ESTRADA",0
X66.5,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREAS DE COMERCIO E DE SERVICOS",0
X66.6,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X66.7,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - FAZENDA",0
X66.8,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - OUTROS LOCAIS ESPECIFICADOS",0
X66.9,"AUTO-INTOXICACAO INTENCIONAL POR SOLVENTES ORGANICOS,HIDROCARBONETOS HALOGENADOS E SEUS VAPORES - LOCAL NAO ESPECIFICADO",0
X67,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES,0
X67.0,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - RESIDENCIA,0
X67.1,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - HABITACAO COLETIVA,0
X67.2,"AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X67.3,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X67.4,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - RUA E ESTRADA,0
X67.5,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - AREAS DE COMERCIO E DE SERVICOS,0
X67.7,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - FAZENDA,0
X67.8,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - OUTROS LOCAIS ESPECIFICADOS,0
X67.9,AUTO-INTOXICACAO INTENCIONAL POR OUTROS GASES E VAPORES - LOCAL NAO ESPECIFICADO,0
X68,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS",0
X68.0,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - RESIDENCIA",0
X68.1,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - HABITACAO COLETIVA",0
X68.2,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X68.3,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X68.4,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - RUA E ESTRADA",0
X68.5,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - AREAS DE COMERCIO E DE SERVICOS",0
X68.6,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X68.7,"AUTO-INTOXICACAO POR E EXPOSICAO,INTENCIONAL,A PESTICIDAS - FAZENDA",0
X97,"AGRESSAO POR MEIO DE FUMACA,FOGO E CHAMAS",0
X76,"LESAO AUTOPROVOCADA INTENCIONALMENTE PELA FUMACA,PELO FOGO E POR CHAMAS",0
X77,"LESAO AUTOPROVOCADA INTENCIONALMENTE POR VAPOR DE AGUA,GASES OU OBJETOS QUENTES",0
X85,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS",0
X85.0,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - RESIDENCIA",0
X85.1,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - HABITACAO COLETIVA",0
X85.2,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X85.3,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO",0
X85.4,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - RUA E ESTRADA",0
X85.5,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - AREAS DE COMERCIO E DE SERVICOS",0
X85.6,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - AREAS INDUSTRIAIS E EM CONSTRUCAO",0
X85.8,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - OUTROS LOCAIS ESPECIFICADOS",0
X85.9,"AGRESSAO POR MEIO DE DROGAS,MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS - LOCAL NAO ESPECIFICADO",0
X86,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS,0
X86.0,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - RESIDENCIA,0
X86.1,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - HABITACAO COLETIVA,0
X86.2,"AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X86.3,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X86.4,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - RUA E ESTRADA,0
X86.5,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - AREAS DE COMERCIO E DE SERVICOS,0
X86.6,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X86.7,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - FAZENDA,0
X86.8,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - OUTROS LOCAIS ESPECIFICADOS,0
X86.9,AGRESSAO POR MEIO DE SUBSTANCIAS CORROSIVAS - LOCAL NAO ESPECIFICADO,0
X87,AGRESSAO POR PESTICIDAS,0
X87.0,AGRESSAO POR PESTICIDAS - RESIDENCIA,0
X87.1,AGRESSAO POR PESTICIDAS - HABITACAO COLETIVA,0
X87.2,"AGRESSAO POR PESTICIDAS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X87.3,AGRESSAO POR PESTICIDAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X87.4,AGRESSAO POR PESTICIDAS - RUA E ESTRADA,0
X87.5,AGRESSAO POR PESTICIDAS - AREAS DE COMERCIO E DE SERVICOS,0
X87.6,AGRESSAO POR PESTICIDAS - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X87.7,AGRESSAO POR PESTICIDAS - FAZENDA,0
X87.8,AGRESSAO POR PESTICIDAS - OUTROS LOCAIS ESPECIFICADOS,0
X87.9,AGRESSAO POR PESTICIDAS - LOCAL NAO ESPECIFICADO,0
X88,AGRESSAO POR MEIO DE GASES E VAPORES,0
X88.0,AGRESSAO POR MEIO DE GASES E VAPORES - RESIDENCIA,0
X88.1,AGRESSAO POR MEIO DE GASES E VAPORES - HABITACAO COLETIVA,0
X88.3,AGRESSAO POR MEIO DE GASES E VAPORES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
X88.4,AGRESSAO POR MEIO DE GASES E VAPORES - RUA E ESTRADA,0
X88.5,AGRESSAO POR MEIO DE GASES E VAPORES - AREAS DE COMERCIO E DE SERVICOS,0
X88.6,AGRESSAO POR MEIO DE GASES E VAPORES - AREAS INDUSTRIAIS E EM CONSTRUCAO,0
X88.7,AGRESSAO POR MEIO DE GASES E VAPORES - FAZENDA,0
X88.8,AGRESSAO POR MEIO DE GASES E VAPORES - OUTROS LOCAIS ESPECIFICADOS,0
X88.9,AGRESSAO POR MEIO DE GASES E VAPORES - LOCAL NAO ESPECIFICADO,0
X89,AGRESSAO POR MEIO DE OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS ESPECIFICADOS,0
X89.0,AGRESSAO POR MEIO DE OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS ESPECIFICADOS - RESIDENCIA,0
X89.1,AGRESSAO POR MEIO DE OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS ESPECIFICADOS - HABITACAO COLETIVA,0
Y45.9,SUBSTANCIAS ANALGESICAS E ANTIPIRETICAS NAO ESPECIFICADAS,0
X89.2,"AGRESSAO POR MEIO DE OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS ESPECIFICADOS - ESCOLAS,OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA",0
X89.3,AGRESSAO POR MEIO DE OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS ESPECIFICADOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO,0
